material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:52:11,
Metallförpackningar,3,2023-12-11T14:52:02,
Pappersförpackningar,5,2023-12-31T09:13:47,
Tidningar,13,,
Plastförpackningar,16,2023-12-30T11:03:22,
Ofärgade glasförpackningar,18,2023-11-20T16:37:53,
Färgade glasförpackningar,19,2023-11-20T16:37:53,
