material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T07:22:35,2023-12-27T00:00:00
Metallförpackningar,3,2023-12-22T07:50:00,
Pappersförpackningar,5,2023-12-25T13:24:37,2023-12-28T00:00:00
Tidningar,13,2023-12-25T06:37:23,
Plastförpackningar,16,2023-12-25T10:36:28,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-12-11T11:18:35,
Färgade glasförpackningar,19,2023-12-11T11:18:35,
