material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T08:34:47,
Metallförpackningar,3,2023-12-28T10:35:46,
Pappersförpackningar,5,2023-12-31T09:46:09,2024-05-04T00:00:00
Tidningar,13,2023-12-19T14:06:41,
Plastförpackningar,16,2023-12-31T11:04:25,
Ofärgade glasförpackningar,18,2023-12-30T14:57:12,
Färgade glasförpackningar,19,2023-12-30T14:57:12,
